punk,negative
panliligalig,negative
paliwanag,positive
makipaglaban,negative
negative,negative
duda,negative
pagpapatapon,negative
maligaya,positive
lubog,negative
diyos,positive
survivor,positive
daya,negative
katuparan,positive
laganap,negative
mababa,negative
hamunin,negative
kasinungalingan,negative
nakamit,positive
bulag,negative
pagkaubos,negative
katulad,positive
pinakamatibay,positive
doubt,negative
bayad,negative
maaliwalas,positive
severe,negative
tao,positive
nangingibabaw,positive
kalooban,negative
relaxed,positive
mabuhay,positive
bulgar,negative
advance,positive
edukado,positive
lasing,negative
famous,positive
best,positive
pagano,negative
kamangmangan,negative
easy,positive
pagpukaw,negative
ibig,positive
masigla,positive
pasasalamat,positive
nagagamit,positive
sumpa,negative
praise,positive
pagwawagi,positive
hangganan,negative
pagpapatakbo,negative
failure,negative
bisyo,negative
hiyas,positive
pagpapala,positive
alingawngaw,negative
